game_label,competition_key,competition_value,model,model_short,elo,agent_run_count,final_utility_mean,final_utility_std
game1,comp=0.00,0.0,claude-3-haiku-20240307,Claude 3 Haiku,1260,3,90.96666666666665,15.646192295038855
game1,comp=0.00,0.0,command-r-plus-08-2024,Command R+,1276,3,100.0,0.0
game1,comp=0.00,0.0,amazon-nova-pro-v1.0,Nova Pro,1290,4,100.0,0.0
game1,comp=0.00,0.0,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,2,100.0,0.0
game1,comp=0.00,0.0,llama-3.3-70b-instruct,Llama 3.3 70B,1318,6,100.0,0.0
game1,comp=0.00,0.0,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,4,70.5,47.75981574503821
game1,comp=0.00,0.0,gpt-4o-2024-05-13,GPT-4o,1345,5,100.0,0.0
game1,comp=0.00,0.0,deepseek-v3,DeepSeek V3,1358,5,100.0,0.0
game1,comp=0.00,0.0,o3-mini-high,o3-mini-high,1363,9,100.0,0.0
game1,comp=0.00,0.0,gemma-3-27b-it,Gemma 3 27B,1365,8,94.24325,16.282547850382624
game1,comp=0.00,0.0,claude-sonnet-4-20250514,Sonnet 4,1389,5,100.0,0.0
game1,comp=0.00,0.0,claude-haiku-4-5-20251001,Haiku 4.5,1407,3,100.0,0.0
game1,comp=0.00,0.0,deepseek-r1-0528,DeepSeek R1-0528,1422,3,100.0,0.0
game1,comp=0.00,0.0,qwen3-max-preview,Qwen3 Max,1435,4,100.0,0.0
game1,comp=0.00,0.0,claude-opus-4-5-20251101,Opus 4.5,1468,8,100.0,0.0
game1,comp=0.00,0.0,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,3,100.0,0.0
game1,comp=0.00,0.0,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,2,100.0,0.0
game1,comp=0.00,0.0,gpt-5.4-high,GPT-5.4 High,1484,2,100.0,0.0
game1,comp=0.00,0.0,claude-opus-4-6,Opus 4.6,1499,6,98.83333333333333,2.857738033247043
game1,comp=0.00,0.0,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,5,100.0,0.0
game1,comp=0.25,0.25,amazon-nova-micro-v1.0,Nova Micro,1240,4,61.025000000000006,14.742314381851092
game1,comp=0.25,0.25,claude-3-haiku-20240307,Claude 3 Haiku,1260,2,57.3,12.303657992645928
game1,comp=0.25,0.25,command-r-plus-08-2024,Command R+,1276,2,71.3,32.10264786586925
