game_label,model,model_short,elo,agent_run_count,final_utility_mean,final_utility_std
game1,amazon-nova-micro-v1.0,Nova Micro,1240,8,58.5,14.934236792398488
game1,claude-3-haiku-20240307,Claude 3 Haiku,1260,6,50.915,28.895081761434767
game1,command-r-plus-08-2024,Command R+,1276,5,70.9556,27.825004165318646
game1,amazon-nova-pro-v1.0,Nova Pro,1290,8,69.65,27.064103796093345
game1,gpt-4o-mini-2024-07-18,GPT-4o mini,1317,10,72.2385,18.332816363923282
game1,llama-3.3-70b-instruct,Llama 3.3 70B,1318,11,58.03090909090909,29.169300798800595
game1,gpt-4.1-nano-2025-04-14,GPT-4.1 nano,1322,11,59.695454545454545,26.58550784304726
game1,gpt-4o-2024-05-13,GPT-4o,1345,13,45.75076923076923,30.05790812790606
game1,deepseek-v3,DeepSeek V3,1358,11,71.33818181818182,19.84713672960501
game1,o3-mini-high,o3-mini-high,1363,16,72.55625,24.677168091172863
game1,gemma-3-27b-it,Gemma 3 27B,1365,8,76.4875,26.26488353568043
game1,claude-sonnet-4-20250514,Sonnet 4,1389,13,68.91153846153847,24.66644273980133
game1,claude-haiku-4-5-20251001,Haiku 4.5,1407,5,71.72,33.32982148167013
game1,deepseek-r1-0528,DeepSeek R1-0528,1422,4,63.25,30.641747121642176
game1,qwen3-max-preview,Qwen3 Max,1435,8,67.5375,29.696413323593713
game1,gemini-2.5-pro,Gemini 2.5 Pro,1448,2,68.5,17.67766952966369
game1,claude-opus-4-5-20251101,Opus 4.5,1468,11,71.42727272727274,29.43110908236694
game1,claude-opus-4-5-20251101-thinking-32k,Opus 4.5 Thinking,1474,5,63.92,32.13925948120149
game1,gpt-5.2-chat-latest-20260210,GPT-5.2 Chat,1478,4,55.55,34.52163572795086
game1,gpt-5.4-high,GPT-5.4 High,1484,5,70.1,24.57234217570641
game1,gemini-3-pro,Gemini 3 Pro,1486,1,63.0,
game1,claude-opus-4-6,Opus 4.6,1499,8,76.5375,25.770356031688817
game1,claude-opus-4-6-thinking,Opus 4.6 Thinking,1504,5,81.2,28.411265371327623
