run_id,config_id,n_agents,competition_level,first_minus_last,outcome_class,transcript_path,review_output_path,private_thinking_entries,reflection_entries,private_voting_entries
config_0002,2,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0002.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0002.json,3,0,9
config_0004,4,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0004.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0004.json,6,3,18
config_0006,6,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0006.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0006.json,3,0,9
config_0008,8,3,0.0,-21.0,first_lt_last_counterexample,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0008.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0008.json,3,0,9
config_0010,10,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0010.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0010.json,3,0,9
config_0012,12,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0012.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0012.json,6,3,18
config_0014,14,3,0.0,9.0,first_gt_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0014.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0014.json,6,3,18
config_0016,16,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0016.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0016.json,3,0,9
config_0018,18,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0018.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0018.json,3,0,9
config_0020,20,3,0.0,-20.700000000000003,first_lt_last_counterexample,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0020.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0020.json,6,3,18
config_0162,162,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0162.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0162.json,6,3,18
config_0164,164,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0164.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0164.json,3,0,9
config_0166,166,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0166.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0166.json,3,0,9
config_0168,168,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0168.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0168.json,9,6,27
config_0170,170,3,0.0,7.0,first_gt_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0170.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0170.json,3,0,9
config_0172,172,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0172.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0172.json,18,15,54
config_0174,174,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0174.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0174.json,3,0,9
config_0176,176,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0176.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0176.json,3,0,9
config_0178,178,3,0.0,-15.0,first_lt_last_counterexample,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0178.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0178.json,3,0,9
config_0180,180,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0180.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0180.json,3,0,9
config_0322,322,3,0.0,-23.0,first_lt_last_counterexample,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0322.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0322.json,3,0,9
config_0324,324,3,0.0,-21.0,first_lt_last_counterexample,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0324.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0324.json,3,0,9
config_0326,326,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0326.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0326.json,3,0,9
config_0328,328,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0328.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0328.json,3,0,9
config_0330,330,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0330.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0330.json,3,0,9
config_0332,332,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0332.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0332.json,3,0,9
config_0334,334,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0334.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0334.json,6,3,18
config_0336,336,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0336.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0336.json,3,0,9
config_0338,338,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0338.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0338.json,3,0,9
config_0340,340,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0340.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0340.json,3,0,9
config_0482,482,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0482.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0482.json,3,0,9
