run_id,config_id,n_agents,competition_level,first_minus_last,outcome_class,transcript_path,review_output_path,private_thinking_entries,reflection_entries,private_voting_entries
config_0484,484,3,0.0,-37.0,first_lt_last_counterexample,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0484.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0484.json,3,0,9
config_0486,486,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0486.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0486.json,3,0,9
config_0642,642,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0642.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0642.json,3,0,9
config_0644,644,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0644.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0644.json,9,6,27
config_0646,646,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0646.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0646.json,3,0,9
config_0802,802,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0802.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0802.json,3,0,9
config_0804,804,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0804.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0804.json,3,0,9
config_0806,806,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0806.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0806.json,3,0,9
config_0808,808,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0808.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0808.json,3,0,9
config_0810,810,3,0.0,0.0,first_eq_last,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0810.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0810.json,6,3,18
config_0812,812,3,0.0,-19.0,first_lt_last_counterexample,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/transcripts/config_0812.md,/scratch/gpfs/DANQIC/jz4391/bargain/analysis/game1_position_qualitative/subagent_reviews/config_0812.json,3,0,9
